ActorID;FirstName;LastName;IsMale;BirthYear;BirthLocation;DeathYear;DeathLocation
899562;Yuri;Kolokolnikov;True;1980;Moscow, RSFSR, USSR [now Russia];;
668554;Elie;Haddad;True;1985;Paris;;
1671194;Oliver;Stockwell;True;;;;
851692;Tracey (I);Kennedy;False;;;;
1077604;Will;Matter;True;;;;
1854332;Spencer;Wilding;True;1972;St. Asaph, Wales, UK;;
476705;Stephen;Don;True;;;;
458846;Rudolf;Erhard;True;;;;
659062;Danai;Gurira;False;1978;Grinnell, Iowa, USA;;
473403;Eddie;Eyre;True;;;;
1256796;Jamal;Ouarraq;True;;;;
712576;Brian;Honn;True;;;;
1082024;Sonia Maria;Martin;False;;;;
852010;Neil;Keery;True;;;;
486059;Jim;Faust;True;;;;
436028;Dylan (II);Edwards;True;;;;
698682;Rich (III);Harrison;True;;;;
1202003;Nyamandi;Mushayavanhu;True;;;;
1538779;Charles M.;Schulz;True;1922;St. Paul, Minnesota, USA;2000;Santa Rosa, California, USA
1671194;Lucia;Teixeira;True;;;;
1497656;Victoria (III);Ruiz;False;;;;
441123;S. (I);Demidov;True;;;;
585219;Timothy;Gibbons;True;;;;
240400;The;Broome Brothers;True;;;;
822183;Roxanna;Kadyrova;False;;;;
276447;Debora;Castillo;False;;;;
458846;Owen;Dickey;True;;;;
1405760;Jeanette;Ranger;False;;;;
125508;Neil;Baltus;True;;;;
330809;Emilia;Clarke;False;1986;London, England, UK;;
1184117;Sally;Mortemore;False;1961;Aylesbury, Buckinghamshire, England, UK;;
14400;Mark;Addy;True;1964;York, England, UK;;
1088924;Jean;McIntyre;False;;;;
847497;Meijin;Kawase;True;;;;
486271;Tom;Fava;True;;;;
445003;Brennan;Depew;True;;;;
132049;Max (III);Barber;True;;;;
863788;Fionn;Kernan;True;;;;
697713;Nanna Brynds;Hilmarsdttir;True;;;;
161599;Samantha;Bentley;False;1987;London, England, UK;;
846534;Phil (I);Kavanagh;True;;;;
1721607;Sabina;Turulja;False;;;;
616767;Britt;Gordon;True;;;;
711234;Bill 'Watermelon Slim';Homans;True;;;;
1808129;Marnie;Walsh;False;;;;
1081131;Bryan;McCaugherty;True;;;;
1120740;Edward;Mercieca;True;;;;
252844;Gail;Bryson;False;;;;
1434116;Carla;Rhoad;False;;;;
429563;Jon;DeCelles;True;;;;
382274;Zo;Cuellar;False;;;;
529839;Brian (I);Fortune;True;;;;
463956;Antonio (II);Espejo;True;;;;
243465;Olive;Bruce;False;;;;
148786;Roman;Beguns;True;;;;
113534;Mara;Baldissoni Aceves;False;;;;
