ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3563923;Rangers;2015;2015;Comedy;;;;English;;USA;;
3563924;Rangers;2016;2016;Biography;;;;;;USA;;
3563925;Rangers;2018;2018;Sci-Fi;;;;;;UK;;
3563927;Rangers in the Wrong War;1987;1987;Action*Comedy*War;;;;Tagalog*Filipino;;Philippines;;
3563928;Rangers Lead the Way;2013;2013;Adventure;;;;English;;USA;;
3563929;Rangers of Fortune;1940;1940;Western;;;60;English;Victorville, California, USA;USA;6.0;
3563930;Rangers of Yellowstone;1958;1958;Short;;;;English;Yellowstone National Park, Wyoming, USA;USA;7.1;9
3563931;Rangers: attacco ora X;1970;1970;War;;;;Italian;;Italy;3.8;
3563932;RanGetsu;2013;2013;Documentary*Drama*News*Short;;;;English;;USA;;
3563933;Rangha;1976;1976;Short;;;;Persian;;Iran;6.3;
3563935;Rangi's Catch;1972;1972;Family;;;;English;New Zealand;UK;5.0;
3563936;Rangierer;1984;1984;Documentary*Short;;;;German;Dresden, Saxony, Germany;East Germany;7.7;21
3563938;Rangila Baba;2015;2015;Comedy*Drama;;;;Oriya;;India;;
3563945;Rangila Ratan;1976;1976;Action;;;;Hindi;;India;4.4;
3563946;Rangila Toka;2012;2012;Comedy;;;;Oriya;;India;7.7;
3563950;Rangimarie;2003;2003;Short;;;;;;New Zealand;;
3563953;RangiTaranga;2015;2015;Adventure*Music*Mystery*Thriller;206154;;;Kannada;Bangalore, Karnataka, India*Mysore, Karnataka, India*Madikeri, Coorg, Karnataka, India*Kerala, India*Puttur, Karnataka, India*Ooty, Tamil Nadu, India;India;8.9;
3563954;Rangkarmi;2013;2013;Drama;;;;Marathi;;India;;
3563955;Rangle River;1936;1936;Action*Adventure*Mystery*Romance*Western;;;;English;National Studios, Pagewood, New South Wales, Australia;Australia;6.4;
3563957;Rango;1931;1931;Adventure;;;;English;;USA;5.0;
3563958;Rango;2011;2011;Adventure*Animation*Comedy*Family*Western*Action;127502833;232078393;;English;;USA*Canada;8.2;
3563959;Rango;2011;2011;Adventure*Animation*Comedy*Family*Western*Action;;;;;;USA*Canada;;
3563960;Rango;2013;2013;Comedy*Short;;;;English;;UK;;
3563966;Rangoon, India;1911;1911;Documentary*Short;;;;French;Yangon, Burma;France;;
3563967;Rangreza;2017;2017;Musical*Romance;;;;Urdu;Karachi, Pakistan;Pakistan;;
3563968;Rangrezz;2013;2013;Action;;5769;;Hindi;;India;5.1;
3563969;Rangroot;2012;2012;Drama*Short;;;;Hindi;Dehradun, Uttarakhand, India;India;;
3563971;Rangula Kala;1983;1983;Drama;;;;Telugu;;India;;
3563972;Rangula Ratnam;1966;1966;Drama;;;;Telugu;;India;8.4;
3563973;Rangula Ratnam;2016;2016;Drama*Short;;;;Telugu;;India;;
3563975;Rangzen;2013;2013;Drama*Short;;;;Tibetan;;India;;
3563976;Rangzen;2014;2014;Drama*Short;;;;Tibetan;;India;;
3563978;Ranhansha;2011;2011;Mystery;;;;Japanese;;Japan;6.6;71
3563979;Ranhei monogatari;1911;1911;Short;;;;Japanese;;Japan;;
3563984;Rani;2014;2014;Drama*Fantasy*Mystery*Short;;;;English;;Canada;;
3563986;Rani - Goshta Eka Ranichi;2013;2013;Drama*Family;;;;Marathi;;India;;
3563987;Rani Aur Jaani;1973;1973;Action;;;;Hindi;Prasad Studios, Chennai, Tamil Nadu, India;India;;
3563988;Rani Aur Lalpari;1975;1975;Fantasy*Musical;;;;Hindi;;India;6.7;
3563991;Rani Chandravati;1968;1968;Drama;;;;Hindi;;India;;
3563994;Rani Haar;1958;1958;Drama;;;;Punjabi;;India;;
3563995;Rani Hindustani;1995;1995;Crime;;;;Hindi;;India;2.7;
3563997;Rani in the City;2008;2008;Drama*Short;;;;English;;USA;;
3563999;Rani Khan;1960;1960;Musical;;;;Punjabi;;Pakistan;;
3564000;Rani Kuthir Baki Itihash;2006;2006;Mystery;;;;Bengali;The Royal Resort, Dhanbari, Tangail, Bangladesh;Bangladesh;7.0;
3564003;Rani Mera Naam;2000;2000;Action;;;;Hindi;;India;;
3564004;Rani miyet;2014;2014;Drama;;;;Arabic;;Algeria*United Arab Emirates;;
3564005;Rani of the Ring;2009;2009;Documentary*Short;6448;;;Telugu;;UK;;
3564006;Rani Padmini;2015;2015;Adventure;;;;Malayalam;Ottappalam, Kerala, India	*Chandigarh, India	*Delhi, India	*Jammu & Kashmir, India	*Manali, Himachal Pradesh, India;India;6.2;
3564007;Rani radovi;1969;1969;Comedy*Drama;;;;Serbo-Croatian;;Yugoslavia;7.2;
