ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3969337;X Rated: The Sex Tapes That Shocked the World;2006;2006;Documentary;;;;English;;UK;6.8;
3969338;X Rated: Top 20 Most Controversial TV Moments;2005;2005;Documentary;;;;English;;UK;5.4;
3969339;X Rebirth;2013;2013;Sci-Fi;;;;German*English;;Germany;;
3969340;X Returns;2009;2009;Action*Adventure*Short*Thriller;70835;;;English;Los Angeles, California, USA;UK*USA;6.4;10
3969341;X Sex;2016;2016;Music*Short;23612;;;English;;USA;;
3969342;X Squared;2012;2012;Comedy*Crime*Drama*Short;2201;;;Norwegian;Troms, Norway;Norway;8.5;
3969343;X the Ball;1992;1992;Sport;;;;English;;UK;;
3969344;X the Series, Vol. 1: Anal;2005;2005;Adult;;;;English;;USA;;
3969345;X the Series, Vol. 2: Anal;2005;2005;Adult;;;;English;;USA;;
3969346;X the Series, Vol. 3: Internal;2005;2005;Adult;;;;English;;USA;;
3969347;X the Series, Vol. 4;2005;2005;Adult;;;;English;;USA;;
3969349;X the Unknown;1956;1956;Horror*Sci-Fi;;;51;English;Beaconsfield Gravel Pits, Beaconsfield, Buckinghamshire, England, UK*Bray Studios, Down Place, Oakley Green, Berkshire, England, UK	*Gerrard's Cross, Buckinghamshire, England, UK;UK;6.2;
3969350;X to Y;2009;2009;Short;47223;;;English;;USA;8.5;24
3969351;X Two;2005;2005;Drama*Short;;;;Polish;;Poland;;
3969352;X Vision 2;2005;2005;Adult;;;;English;;USA;;
3969354;X Wins;2014;2014;Action*Thriller;;;;English;;Canada;;
3969355;X Y Z;1961;1961;Comedy;;;;German;;West Germany;8.0;65
3969356;X Y Z, le rendez-vous du dimanche;1992;1992;Short;;;;French;;Belgium;;17
3969357;X Yes X;2011;2011;Drama*Short;1889;;;English;Miami, Florida, USA;USA;;
3969358;X rase una vez;2015;2015;Horror*Sci-Fi*Short;;;;Spanish;;Spain;;
3969359;X&Y;2007;2007;Animation*Short;;;;English;;UK;;
3969360;x&y;2011;2011;Short;944;;;English;Miami, Florida, USA;USA;;11
3969361;X&Y;2014;2014;Comedy*Drama*Romance*Short;;;;English;;UK;;
3969362;X'ed;2017;2017;Comedy;;;;;;USA;;
3969363;X's & O's;2007;2007;Comedy*Drama*Romance;944465;;19;English;California, USA*USA*Los Angeles, California, USA*Oakland, California, USA*San Francisco, California, USA;USA;4.8;
3969364;X's on Trees;2015;2015;Comedy*Drama*Short;2833;;;English;;USA;;
3969365;X'smap: Tora to raion to gonin no otoko;2004;2004;Fantasy;;;;Japanese;;Japan;6.7;
3969366;X+Y;2014;2014;Drama;;131763;;English;Sheffield, South Yorkshire, England, UK*Taiwan*Cambridge, Cambridgeshire, England, UK;UK;7.2;
3969367;X+Y jiu shi ai;1971;1971;Comedy*Romance;;;;Mandarin;;Taiwan;;
3969368;X+Y=0;1985;1985;Drama;;;;Serbo-Croatian;;Yugoslavia;8.4;
3969369;X, la incgnita de Abel;2010;2010;Documentary*Drama*Short;;;;Spanish;;Spain*Peru;;
3969370;X, My Love;2015;2015;Comedy*Drama*Short;;;;English;;USA;;
3969371;X, Y & Z;2013;2013;Romance;5667;;;Spanish;Caracas, Venezuela;Venezuela;;
3969372;X, Y;2004;2004;Drama*Thriller;;;;English;;USA;6.8;90
3969373;X, Y, Z;2001;2001;Short;;;;Spanish;;Argentina;;20
3969374;X, Y... raz cuadrada;1973;1973;Short;;;;Spanish;;Spain;;11
3969375;X-15;1961;1961;Drama*History;399037;;;English;Edwards Air Force Base, California, USA;USA;5.9;
3969376;X-25 javlja;1960;1960;Thriller*War;;;;Serbo-Croatian;;Yugoslavia;6.3;
3969377;X-3;1916;1916;Drama*Short;;;;English;;USA;;
3969378;X-7;2014;2014;Fantasy*Sci-Fi*Short;;;;English;;USA;;
3969379;X-Acto;2012;2012;Drama*Short;702;;;English;Burnaby, British Columbia, Canada;Canada;;
3969380;X-Band Transmission: A Paranormal Research Documentary;2012;2012;Biography*Comedy*Documentary*Sci-Fi;;;;English;;USA;;
3969382;X-Carriers;2006;2006;Documentary;;;;English;;USA;5.4;
3969383;X-cessive Behavior;2006;2006;Adult;;;;English;;USA;;
3969384;X-cessive Behavior 2;2006;2006;Adult;;;;English;;USA;;
3969385;X-COM: Terror from the Deep;1995;1995;Sci-Fi;;;;English;;UK;7.7;
3969386;X-Cop Girls;2000;2000;Action;;;;Cantonese;;Hong Kong;7.0;
3969387;X-Dance Awards Show;2005;2005;Sport;188893;;;English;Park City, Utah, USA;USA;;
3969388;X-Day;2007;2007;Comedy*Short;283;;;English;Cabaret Restaurant - 484 Pearl Street, Buffalo, New York, USA*Paramax Corporation - 333 International Drive, Buffalo, New York, USA*Shea's Performing Arts Center - 646 Main Street, Buffalo, New York, USA;USA;9.0;8
3969389;X-Earth;2014;2014;Comedy*Romance*Sci-Fi*Short;;;;English;;USA;;
3969390;X-Ecosystem;2015;2015;Adventure*Short;52;;10;None;Tehran, Iran;Iran;7.2;1
3969391;X-ersize #1;1996;1996;Documentary*Short;;;;English;New York City, New York, USA;USA;;
3969392;X-Factor: The Look of 'X-Men';2003;2003;Documentary*Short;;;;English;;USA;6.4;23
3969396;X-Force: The Enemy Within;2011;2011;Action*Animation*Fantasy*Mystery*Sci-Fi*Short;;;11;English;Southampton, Hampshire, England, UK;UK;;8
3969397;X-Fragil;2005;2005;Drama*Short;2298;;;Spanish;Mexico City, Distrito Federal, Mexico;Mexico;;
3969399;X-Gen;2006;2006;Thriller;5667;;;English;Beaufort, North Carolina, USA*Cary, North Carolina, USA*Durham, North Carolina, USA*Morehead City, North Carolina, USA;USA;7.5;83
3969401;X-Gold;2001;2001;Action;;;;English;;Germany;7.9;
3969402;X-in Concert;1999;1999;Music;;;;English;;USA;;
3969403;X-ing;2010;2010;Animation*Short;;;;;;USA;;
3969404;X-ing the Line;2012;2012;Horror*Short;4689;;;English;;UK;;
3969407;X-Kiss Sex in Public Places Nr. 1;1996;1996;Adult;;;;English;;UK;;
3969408;X-Large;2011;2011;Comedy*Drama*Family*Romance;3305629;;;Arabic;;Egypt;7.4;140
3969409;X-Mass '73;1995;1995;Short;;;;English;;USA;6.3;
3969410;X-Mass;2005;2005;Short;;;;English;Beaconsfield Studios, Beaconsfield, Buckinghamshire, England, UK;UK;8.2;25
3969411;X-Men;1992;1992;Action*Sci-Fi;;;;English;;USA*Canada*Japan;7.4;
3969412;X-Men;1993;1993;Action*Adventure*Fantasy*Sci-Fi;;;;English;;USA;7.6;
3969413;X-Men;2000;2000;Action*Adventure*Sci-Fi;70834907;279882440;145;English;Showline Studios, Toronto, Ontario, Canada*Ajax, Ontario, Canada*Burlington, Ontario, Canada*Casa Loma - 1 Austin Terrace, Casa Loma, Toronto, Ontario, Canada	*Central Commerce Collegiate, Toronto, Ontario, Canada	*Gooderham & Worts Distillery, Toronto, Ontario, Canada	*Greenwood Conservation Area, Ontario, Canada*Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA*Hamilton, Ontario, Canada*Metro Hall Council Chamber, Toronto, Ontario, Canada	*New York City, New York, USA*Oshawa, Ontario, Canada*Parkwood Estate, Oshawa, Ontario, Canada	*Roy Thomson Hall, 60 Simcoe Street, Toronto, Ontario, Canada	*Spencer Smith Park, Burlington, Ontario, Canada	*Sudbury, Ontario, Canada	*Toronto, Ontario, Canada*Via Rail Maintenance Centre, Toronto, Ontario, Canada;USA;7.4;
3969414;X-Men 2: Clone Wars;1995;1995;Action*Adventure*Fantasy*Mystery;;;;English;;USA;7.8;
3969415;X-Men Anime: A Team of Outsiders;2012;2012;Animation*Short;;;;English;;USA;7.3;
3969416;X-Men Cartoon Maker;1996;1996;Action;;;;English;;USA;;
3969417;X-Men First Class Rejects;2011;2011;Comedy*Sci-Fi*Short;614;;;English;North Hollywood, Los Angeles, California, USA;USA;5.7;5
3969418;X-Men Legends;2004;2004;Action*Sci-Fi;;;;English;;USA;8.2;
