ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3248647;K3 - Mamase Show;2010;2010;Music;;;;;Indoor Sportcentrum, Eindhoven, Noord-Brabant, Netherlands;Belgium;;
3248648;K3 Bengeltjes;2012;2012;Family;;1536979;;Dutch;;Belgium;6.6;
3248649;K3 Dierenhotel;2014;2014;Family;;1440762;;Dutch;;Belgium;6.0;
3248650;K3 en de kattenprins;2007;2007;Adventure*Comedy*Family;;1965506;;Dutch;;Belgium;5.4;73
3248651;K3 en het ijsprinsesje;2006;2006;Family;;2919574;;Dutch;;Belgium;5.5;70
3248652;K3 en het magische medaillon;2004;2004;Family;;1895509;;Dutch;;Belgium*Netherlands;4.7;
3248653;K3nt & Kat3;2015;2015;Drama;18889;;;English;Kitante Primary School, Kampala, Uganda;Uganda;;
3248654;K3s2199x;2005;2005;Short;;;;Spanish;Campeche, Mexico;Mexico;;
3248655;K3TV: The Story of KTVO;2002;2002;Comedy;18889;;;English;;USA;;75
3248656;K4 1/2;2014;2014;Comedy*Romance*Short;;;;English;;USA;;
3248657;K40 Ad;2006;2006;Documentary*Short;;;;German;Cologne, North Rhine-Westphalia, Germany;Germany;;11
3248658;K7;2015;2015;Drama*Horror*Sci-Fi*Short*Thriller;190000;;;Swedish;;Finland;;
3248659;K9 Baaspatrolliehond;1972;1972;Drama;;;;Afrikaans;;South Africa;;
3248660;K9 Fusion;2011;2011;Biography*Documentary*Family*Music;;;;English;;USA;;
3248661;K9 Guardians;2015;2015;Documentary;47223;;;English;King George, Virginia, USA*Aruba*Kiln, Mississippi, USA;USA;;
3248663;K9 PI: Sniffin' Out the Reel Story;2002;2002;Documentary*Short;;;;English;;USA;6.5;
3248664;K9 Unleashed;2000;2000;Documentary;;;;English;;UK;7.1;
3248665;K: Kenneth Clark 1903 - 1983;1993;1993;Documentary;;;;English;National Gallery, Trafalgar Square, St James's, London, England, UK*Oxford University, Oxford, Oxfordshire, England, UK*Saltwood Castle, Lyminge, Hythe, Kent, England, UK;UK;;
3248666;K: Secret Eye;2016;2016;Mystery;89334;;;Bengali;;India;;
3248667;K: The Lost King;2012;2012;Action;;;;Japanese;;Japan;;
3248668;Ka & Vulture;2014;2014;Animation*Short;;;;English;Tucson, Arizona, USA;USA;;
3248669;Ka;1991;1991;Short;;;;French;;France;;11
3248670;Ka;2002;2002;Action*Comedy;;;;English*Japanese;;Japan;;
3248671;Ka;2014;2014;Romance;;;;Kannada;;India;;
3248672;Ka;2015;2015;Documentary*Short;;;;;;Belgium;;
3248673;Ka Bernins Nak Pasaule;1991;1991;Animation*Short;;;;Latvian;;Latvia;;
3248674;Ka Bodyscapes;2016;2016;Drama;236116;;;Malayalam;India;India*USA;;
3248675;Ka Chan No Baka;1925;1925;Drama;;;;Japanese;;Japan;;
3248676;Ka fei mei jiu ning meng zhi;1976;1976;Comedy*Romance;;;;Mandarin;;Taiwan;;
3248677;Ka Freddie;1984;1984;Action*Drama;;;;Tagalog*Filipino;;Philippines;;
3248678;Ka Haka-Rongo;2005;2005;Short;;;;Polynesian*English*Spanish;Easter Island, Chile*O'ahu, Hawaii, USA;USA;;
3248679;Ka He'e Holua a Pele me Kahawali;2014;2014;Action*Fantasy*Music*Short;;;;Hawaiian;;USA;;
3248680;Ka Hector;1994;1994;Action*Biography*Drama;;;;Filipino*Tagalog;Santo Tomas, Batangas, Philippines;Philippines;;106
3248681;Ka Hoina: Going Home;2014;2014;Documentary*Short;47223;;;English*Hawaiian;London, England, UK*Honolulu, Hawaii, USA;USA;;
3248682;Ka Ka Ka Po;2016;2016;Comedy*Romance;481027;;;Tamil;;India;3.1;
3248683;Ka Ke Ki Ku;1960;1960;Documentary*Short;;;;;;Canada;7.2;
3248684;Ka Kha Ga Gha Umo;1970;1970;Comedy*Drama*Family;;;;Bengali;Bangladesh Film Development Corporation, Dhaka, Bangladesh*Chuadanga, Bangladesh;Bangladesh;;
3248685;Ka Kushpian;2011;2011;Adventure*Documentary*Short;;;;French;;Canada;;
3248686;Ka la shi tiao gou;2003;2003;Comedy*Drama*Family;;;;Mandarin;;China;7.1;100
3248687;Ka le fei;1978;1978;Drama;;;;Cantonese;;Hong Kong;6.0;
3248688;Ka Leon Oliver, Ex - Rebel;1989;1989;Drama;;;;Tagalog*Ach;;Philippines;;
3248689;Ka lok bang dai sha, ka lok na dai korn;1991;1991;Thriller;;;;Thai;;Thailand;8.1;
3248690;Ka Mate the Haka the Legend;2011;2011;Documentary*History;;;;English;;New Zealand;;
3248691;Ka Oryang;2011;2011;Drama;;;;Filipino*Tagalog;;Philippines;;
3248692;Ka Pua;2012;2012;Biography*Documentary*Family*Short;;;;English;;USA;;
3248693;Ka Shen's Journey;2008;2008;Documentary;1416698;;;English;Cambodia*Kowloon, Hong Kong, China*Los Angeles, California, USA*San Francisco, California, USA*Waikiki Beach, Honolulu, O'ahu, Hawaii, USA;USA;;108
3248695;Ka Tev klajas, Rudolf Ming?;2010;2010;Documentary;;;;Latvian;;Latvia;7.6;
3248696;Ka xin gui fang shu jia;1985;1985;Comedy*Fantasy;;;;Cantonese;;Hong Kong;6.3;
3248697;Ka$h;1999;1999;Adult;;;;English;Los Angeles, California, USA;USA;7.8;
3248698;Ka' du sige Mor?;1996;1996;Documentary*Short;;;;Danish;;Denmark;;
3248699;Ka'b Bin Zheyr: Kaside-i brde sairi;1993;1993;Biography*History;;;;Turkish;;Turkey;;
3248700;Ka'ililauokekoa;2000;2000;Drama;;;;Hawaiian;;USA;9.0;
3248701;Ka'iulani: Crown Princess of Hawai'i;2010;2010;Documentary*Short;;;;English;;USA;;34
3248702;Ka-Blamo!;2001;2001;Comedy*Music*Short;;;;;Los Angeles, California, USA;;7.5;
3248703;Ka-Boom Sha-Boom;2009;2009;Animation*Short;;;;English;;USA;;
3248704;Ka-Ching! Pokie Nation;2015;2015;Documentary;;;;English;;Australia*Canada*USA*UK;;
3248705;Ka-dy Comes Home;2016;2016;Documentary*Short;;;;English;;USA;;
3248706;Ka-i: Geo-wool ho-su-eui jeon-seol;2016;2016;Animation*Family;;;;Korean;;South Korea;;
3248708;Ka-teu;2014;2014;Drama;;;;Korean;;South Korea;6.7;
3248709;Ka-wa-i-i;2000;2000;Adult;;;;Japanese;;Japan;;
3248710;Ka-woon-teu-da-woon;2011;2011;Action*Drama;5666793;;;Korean;;South Korea;6.5;119
3248711;Ka.;2005;2005;Short;;;;Japanese;;Japan;;
3248712;KA.K;1998;1998;Short;63;;;Serbian;;Federal Republic of Yugoslavia;;15
3248713;Ka.Ka;2009;2009;Fantasy*Short;;;;Spanish;;USA;;
3248714;Kaa;1966;1966;Drama;;;;Oriya;;India;7.8;
3248715;Kaabil;2017;2017;Action*Drama*Romance*Thriller;;;;Hindi;;;;
3248716;Kaaboo;2002;2002;Action;;;;Hindi;;India;3.1;
3248717;Kaachan kekkon shiroyo;1962;1962;Comedy;;;;Japanese;;Japan;;99
3248719;Kaada Patton: Romances;2007;2007;Music;94447;;;English;Denmark*Oslo, Norway;USA*Norway;8.6;80
3248721;Kaadhal;2004;2004;Romance;;;;Tamil*Telugu;Chalakudy, Kerala, India*Chennai, Tamil Nadu, India*Madurai, Tamil Nadu, India*Munar, Kerala, India;India;7.5;
3248725;Kaadhal Paduthum Paadu;1966;1966;Comedy;;;;Tamil;;India;;
3248728;Kaadhal Solla Vanthaen;2010;2010;Romance;;;;Tamil;;India;6.0;
3248729;Kaadhale Nimmadhi;1998;1998;Drama*Romance;;;;Tamil;;India;5.3;
3248730;Kaadhalukku Mariyaadai;1997;1997;Drama*Romance;;;;Tamil;;India;7.6;
3248734;Kaadu;2014;2014;Drama*Family;;;;Tamil;;India;6.5;
3248735;Kaadu Kudure;1978;1978;Drama*Romance;;;;Kannada;;India;8.4;
3248738;Kaafila;1990;1990;Drama*Thriller;;;;Hindi;;India;3.6;
3248739;Kaafila;2007;2007;Action;2748725;;;Hindi;;India;3.5;
3248740;Kaafir;1968;1968;Drama;;;;Hindi;;India;;
3248741;Kaafir;2008;2008;Crime*Short;1374;;;Hindi;Mumbai, Maharashtra, India;India;;6
3248742;Kaafiron Ki Namaaz;2013;2013;Drama*Thriller;;;;Hindi*English*Kashmiri;Kashmir	*Jyoti Chitraban, Guwahati, Assam, India;India;7.1;
3248743;Kaagaw;1999;1999;Drama;;;;Tagalog*Filipino;;Philippines;;
3248744;Kaagaz Ke Fools;2015;2015;Comedy;;;;Hindi;;India;4.3;
3248745;Kaagaz Ke Phool;1959;1959;Musical*Romance;;;;Hindi;Modern Studio, Andheri, Mumbai, Maharashtra, India;India;8.2;
3248749;Kaajal;1965;1965;Drama*Family*Musical*Romance;;;;Hindi;Famous Cine Studios, Tardeo, India;India;7.1;
3248751;Kaakan;2015;2015;Romance;;;;Marathi;;India;8.8;
3248752;Kaakha..Kaakha: The Police;2003;2003;Action*Crime*Drama*Musical*Romance*Thriller;687181;7555723;;Tamil;;India;8.0;153
3248753;Kaaki;1992;1992;Drama;;;;Hindi;;India;;
3248754;Kaaki;2015;2015;Thriller;;;;Telugu;;India;;
3248755;Kaaki Sattai;2015;2015;Action;;;;Tamil;;India;5.6;
3248756;Kaakkaa Muttai;2014;2014;Comedy*Drama;;;;Tamil;;India;8.6;
3248757;Kaakki Sattai;1985;1985;Action*Comedy*Musical;;;;Tamil;;India;7.2;
3248758;Kaakko-Junnon parannustaikoja;1935;1935;Documentary*Short;;;;;;Finland;;
3248759;Kaal;1996;1996;Short;;;;;Mumbai, Maharashtra, India;Russia;8.5;
3248760;Kaal;2005;2005;Adventure*Mystery*Thriller;;3274770;;Hindi;Bangkok, Thailand*Thailand*Uttaranchal, India;India;4.5;128
