ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3439294;Nashim S'gurot;1997;1997;Documentary*Short;;;;Hebrew;;Israel;;
3439295;Nashite detza;2005;2005;Documentary;;;;Bulgarian;;Bulgaria;;58
3439296;Nashite krilati sasedi;1974;1974;Documentary*Short;;;;Bulgarian;;Bulgaria;;15
3439297;Nashiyat Shoshkanini;1982;1982;Comedy*Drama;;;;Bulgarian;;Bulgaria;;76
3439298;Nashorn im Galopp;2013;2013;Animation*Comedy*Drama*Family*Romance*Short;50000;;;German;Berlin, Germany;Germany;7.9;
3439299;Nashorn twist;2013;2013;Animation*Short;;;;None;;Germany;;
3439300;Nashot ha'chamas;2010;2010;Documentary;;;;Arabic;;Germany*Israel;5.2;
3439301;Nashto Myasto;2011;2011;Documentary*Family;;;;Bulgarian;;Bulgaria*USA;;
3439303;Nashville;1975;1975;Comedy*Drama*Music*Musical;2077824;9429659;;English;Centennial Park, Nashville, Tennessee, USA*Nashville, Tennessee, USA*Tennessee State Penitentiary, Nashville, Tennessee, USA*Tennessee, USA*The Parthenon Replica, Centennial Park, Nashville, Tennessee, USA	*West End, Nashville, Tennessee, USA;USA;7.8;
3439304;Nashville;2006;2006;Musical*Short;12000;;;Spanish;;Spain;;
3439305;Nashville;2010;2010;Drama;;;;English;;;;
3439307;Nashville 2.0: The Rise of Americana;2013;2013;Documentary;;;;English;;USA;;
3439308;Nashville 2012;2013;2013;Documentary*Drama*News;;;;English;;USA;;
3439309;Nashville Beat;1989;1989;Crime*Drama;;;;English;;USA;6.4;85
3439310;Nashville Girl;1976;1976;Drama*Music*Romance;;;;English;Nashville, Tennessee, USA;USA;6.7;
3439311;Nashville in Harmony: Ten Years of Using Music to Build Community;2015;2015;Documentary*Short;;;;English;;USA;;
3439312;Nashville Lemons;2012;2012;Drama*Short;;;;English;Iowa City, Iowa, USA;Australia;;
3439313;Nashville Rebel;1966;1966;Drama*Music;;;;English;Ryman Auditorium - 116 5th Avenue N., Downtown, Nashville, Tennessee, USA;USA;7.6;
3439314;Nashville Remembers Elvis on His Birthday;1980;1980;Documentary;;;;English;;USA;;
3439315;Nashville Rises;2011;2011;Documentary*Short;;;;English;Tennessee, USA*USA*Nashville, Tennessee, USA;USA;7.5;28
3439316;Nashville Story;1986;1986;Music;;;;English;;USA;;70
3439317;Nashville Takes the Art Scene;2013;2013;Short;;;;English;Nashville, Tennessee, USA*Tennessee, USA*USA;USA;;3
3439318;Nashville Unplugged;2016;2016;Music;94447;;;English;Red Rock Resort - 11011 W. Charleston Avenue, Las Vegas, Nevada, USA;USA;;
3439319;Nashville: Bitch Got a Penis - Documentary Underground Musical;2012;2012;Documentary*Drama*Music*Musical*Short;;;;English;;Ukraine*USA*Russia;;
