ActorID,FirstName,LastName,IsMale,BirthYear,BirthLocation,DeathYear,DeathLocation
311009,Katy,Dierlam,False,,,,
1948489,O.J.,Santiago,True,1974,Whitby - Ontario - Canada,,
721594,Mari Rosa,Lladro,False,,,,
909882,William (III),Hart,True,1945,Washington - District of Columbia - USA,,
368631,Tada,Chae,True,,,,
986518,Oleg,Hovorek,True,,,,
950819,Marina,Pedoia,False,,,,
2077616,Alessandro,Soldati,True,,,,
2428304,Jason,Yebba,True,,,,
2066141,John Brian,Smith,True,,,,
494536,Reut,Har'el,False,,,,
1905153,Leonard,Rubenstein,True,,,,
353226,Kitty,Empire,False,,,,
711482,Wenche,Liberg,False,,,,
1058524,Michelle (II),Rowe,False,,,,
709563,Chip,Foose,True,1963,Santa Barbara - California - USA,,
1869506,Walter,Robson,True,,,,
2363317,Gavin,Westenburger,True,,,,
2199540,David (XLIX),Thompson,True,,,,
736001,Judith,Lucy,False,1968,Perth - Western Australia - Australia,,
1207817,Kyle,Kurtz,True,,,,
1104594,Simon (V),Kane,True,,,,
2203541,Mike (III),Thornton,True,,,,
533119,Victor,Deisadze,True,,,,
777542,Sylvie (VI),Martin,False,,,,
491350,Rebecca Jo,Hanbury,False,,,,
274540,Jrgen,Brorsen,True,,,,
1045671,Phuc,Rogers,False,,,,
1464148,Axel,Mentz,True,,,,
834014,Mireia,Grau,True,,,,
466521,Jake,Crist,True,,,,
497230,Irma,Haro Esmeralda,False,,,,
1180032,Adolfo,Kontantinosky,True,,,,
2431457,,Yoav,True,,,,
2322622,Henry,Wagons,True,,,,
1723503,Ivan (VI),Petkov,True,,,,
373294,Anna,Federmesser,False,,,,
779490,Tati,Martins,False,,,,
550293,Yi-Chun,Hung,False,,,,
1159683,B.,Kislov,True,,,,
802638,Kathleen,McIntyre,False,,,,
850713,Wolfgang,Gropper,True,1944,Prien am Chiemsee - Bavaria - Germany,2016,Aschau im Chiemgau - Bavaria - Germany
415056,Soledad,Galarce,False,,,,
1588963,Jos Carlos das,Neves,True,,,,
996053,Dan (IV),Hughes,True,,,,
1173039,Yaniv,Koder,True,,,,
2056111,Duncan,Slarke,True,,,,
1739887,John,Pineda,True,,,,
2412389,Rashawn,Worthen,True,,,,
819511,Victoria,Metcalf,False,,,,
1102578,Erik,Kaminski,True,,,,
1522992,Mark (VI),Morales,True,,,,
1600164,Justin (I),Nijm,True,,,,
297881,Bel,Deli,False,,,,
1958491,Miquel ngel,Saurina,True,,,,
246347,Mark (VIII),Bowden,True,,,,
